Date,Adj Close Price,Returns,Bin Label,News,PressReleases
2015-04-02,59.1542854309082,0.0023237685500410166,U1,[],[]
2015-04-06,60.33000183105469,0.01987542223833838,U2,[],[]
2015-04-07,60.494285583496094,0.002723085487407406,U1,[],[]
2015-04-08,63.04999923706055,0.04224719126630516,U5,[],[]
2015-04-09,62.78571319580078,-0.004191689840725932,D1,[],[]
2015-04-10,64.93856811523438,0.03428892991499177,U4,[],[]
2015-04-13,67.81143188476562,0.044239715363500354,U5,[],[]
2015-04-14,68.38714599609375,0.008489927071684056,U1,[],[]
2015-04-15,67.92285919189453,-0.006789094608886548,D1,[],[]
2015-04-16,80.29285430908203,0.18211829219732922,U5+,[],[]
2015-04-17,81.6500015258789,0.0169024657109913,U2,[],[]
2015-04-20,81.05571746826172,-0.007278432902770082,D1,[],[]
2015-04-21,80.06285858154297,-0.012249091337788953,D2,[],[]
2015-04-22,79.66857147216797,-0.004924719356272145,D1,[],[]
2015-04-23,79.86571502685547,0.0024745461233275368,U1,[],[]
2015-04-24,79.77143096923828,-0.001180532317096028,D1,[],[]
2015-04-27,80.86856842041016,0.013753513480220247,U2,[],[]
2015-04-28,80.43714141845703,-0.0053349157822391025,D1,[],[]
2015-04-29,80.40714263916016,-0.00037294685972011354,D1,[],[]
2015-04-30,79.5,-0.011281866378850203,D2,[],[]
2015-05-01,79.57571411132812,0.0009523787588443522,U1,[],[]
2015-05-04,79.27143096923828,-0.0038238191826233114,D1,[],[]
2015-05-05,80.79285430908203,0.01919258074745933,U2,[],[]
2015-05-06,80.07714080810547,-0.00885862378668445,D1,[],[]
2015-05-07,80.74857330322266,0.008384821040578805,U1,[],[]
2015-05-08,82.0857162475586,0.016559338321864514,U2,[],[]
2015-05-11,84.27857208251953,0.02671421941848684,U3,[],[]
2015-05-12,83.37714385986328,-0.010695817458483248,D2,[],[]
2015-05-13,82.87285614013672,-0.006048272900474383,D1,[],[]
2015-05-14,83.8357162475586,0.011618522062202041,U2,[],[]
2015-05-15,87.60713958740234,0.04498587843762336,U5,[],[]
2015-05-18,88.26714324951172,0.007533674369666121,U1,[],[]
2015-05-19,88.06857299804688,-0.0022496508231101275,D1,[],[]
2015-05-20,88.79000091552734,0.008191661258057037,U1,[],[]
2015-05-21,89.00285339355469,0.002397257301864908,U1,[],[]
2015-05-22,88.83856964111328,-0.0018458256806102025,D1,[],[]
2015-05-26,87.99285888671875,-0.009519634971735802,D1,[],[]
2015-05-27,89.85713958740234,0.02118672724435111,U3,[],[]
2015-05-28,89.50714111328125,-0.003895054702700129,D1,[],[]
2015-05-29,89.15142822265625,-0.003974128613657868,D1,[],[]
2015-06-01,89.00285339355469,-0.0016665445754889818,D1,[],[]
2015-06-02,89.12999725341797,0.0014285368953406152,U1,[],[]
2015-06-03,88.8085708618164,-0.0036062650230725968,D1,[],[]
2015-06-04,89.34857177734375,0.0060805045085972065,U1,[],[]
2015-06-05,90.45999908447266,0.012439228574336658,U2,[],[]
2015-06-08,89.60428619384766,-0.009459572178703302,D1,[],[]
2015-06-09,92.44999694824219,0.03175864543173956,U4,[],[]
2015-06-10,95.87142944335938,0.037008465203440366,U4,[],[]
2015-06-11,95.09428405761719,-0.008106120772939152,D1,[],[]
2015-06-12,94.41857147216797,-0.007105711895783462,D1,[],[]
2015-06-15,93.43142700195312,-0.010454982053036299,D2,[],[]
2015-06-16,95.27285766601562,0.01970890013297133,U2,[],[]
2015-06-17,94.27143096923828,-0.0105111436909755,D2,[],[]
2015-06-18,94.74285888671875,0.005000750626499961,U1,[],[]
2015-06-19,93.87142944335938,-0.009197837743120219,D1,[],[]
2015-06-22,96.4142837524414,0.02708869273814929,U3,[],[]
2015-06-23,97.31285858154297,0.0093199347039572,U1,[],[]
2015-06-24,96.94428253173828,-0.003787536972781891,D1,[],[]
2015-06-25,94.89142608642578,-0.021175631937246253,D3,[],[]
2015-06-26,93.08856964111328,-0.018999150077800286,D2,[],[]
2015-06-29,92.23143005371094,-0.009207785560642945,D1,[],[]
2015-06-30,93.84857177734375,0.01753352108593642,U2,[],[]
2015-07-01,93.63571166992188,-0.0022681230346998094,D1,[],[]
2015-07-02,94.0442886352539,0.004363473700849552,U1,[],[]
2015-07-06,94.57142639160156,0.005605207546331092,U1,[],[]
2015-07-07,94.0914306640625,-0.005075483640814449,D1,[],[]
2015-07-08,93.50714111328125,-0.006209806213568592,D1,[],[]
2015-07-09,95.72714233398438,0.023741515292544868,U3,[],[]
2015-07-10,97.22856903076172,0.01568444079881748,U2,[],[]
2015-07-13,101.08714294433594,0.039685598091579566,U4,[],[]
2015-07-14,100.37142944335938,-0.00708016351170071,D1,[],[]
2015-07-15,98.12999725341797,-0.02233137659164519,D3,[],[]
2015-07-16,115.80999755859375,0.18016917150744116,U5+,[],[]
2015-07-17,114.7699966430664,-0.008980234327361614,D1,[],[]
2015-07-20,110.55000305175781,-0.03676913579106156,D4,[],[]
2015-07-21,112.51000213623047,0.017729525376449118,U2,[],[]
2015-07-22,111.5,-0.008976998640596645,D1,[],[]
2015-07-23,110.0999984741211,-0.012556067496671819,D2,[],[]
2015-07-24,109.33999633789062,-0.006902835120466522,D1,[],[]
2015-07-27,106.43000030517578,-0.02661419544703625,D3,[],[]
2015-07-28,106.9000015258789,0.0044160595636140165,U1,[],[]
2015-07-29,107.08000183105469,0.001683819481819171,U1,[],[]
2015-07-30,111.55999755859375,0.04183783760675852,U5,[],[]
2015-07-31,114.30999755859375,0.02465041287362557,U3,[],[]
2015-08-03,112.55999755859375,-0.015309247112029523,D2,[],[]
2015-08-04,121.1500015258789,0.07631489120114443,U5+,[],[]
2015-08-05,123.70999908447266,0.021130809132073436,U3,[],[]
2015-08-06,126.44999694824219,0.022148556172072897,U3,[],[]
2015-08-07,123.5199966430664,-0.023171216891172186,D3,[],[]
2015-08-10,123.02999877929688,-0.003966951725115964,D1,[],[]
2015-08-11,122.73999786376953,-0.0023571561278121766,D1,[],[]
2015-08-12,120.51000213623047,-0.01816845173823578,D2,[],[]
2015-08-13,123.7300033569336,0.026719783948415232,U3,[],[]
2015-08-14,123.38999938964844,-0.0027479508450696244,D1,[],[]
2015-08-17,125.36000061035156,0.01596564738186057,U2,[],[]
2015-08-18,124.05000305175781,-0.010449884749646143,D2,[],[]
2015-08-19,122.05999755859375,-0.016041962468423043,D2,[],[]
2015-08-20,112.48999786376953,-0.07840406264329336,D5+,[],[]
2015-08-21,103.95999908447266,-0.07582895316281446,D5+,[],[]
2015-08-24,96.87999725341797,-0.06810313479612318,D5+,[],[]
2015-08-25,101.5199966430664,0.04789429728730443,U5,[],[]
2015-08-26,110.12999725341797,0.08481088352104083,U5+,[],[]
2015-08-27,117.66000366210938,0.06837380002257021,U5+,[],"[{""date"": ""2015-08-27 15:03:00"", ""headline"": ""NETFLIX SIGNS LEASE AT HUDSON PACIFIC PROPERTIES\u2019 ICON OFFICE \n      TOWER IN HOLLYWOOD"", ""description"": ""LOS GATOS, CALIF. & LOS ANGELES--(BUSINESS WIRE)--NETFLIX (NASDAQ: NFLX), THE WORLD'S LEADING INTERNET TV NETWORK, AND HUDSON PACIFIC PROPERTIES (NYSE: HPP) TODAY ANNOUNCED AN AGREEMENT IN WHICH NETFLIX WILL LEASE A SIGNIFICANT PORTION OF THE ICON OFFICE TOWER AT SUNSET BRONSON STUDIOS. THE GROWING SOUTHERN CALIFORNIA STAFF OF NETFLIX IS EXPECTED TO OCCUPY 200,052 SQUARE FEET AT ICON, PART OF A NEARLY $200 MILLION CREATIVE OFFICE DEVELOPMENT CURRENTLY UNDER CONSTRUCTION ALONG HOLLYWOOD\u2019S THRIVING SUNSET CORRIDOR. THE DEAL IS THE LARGEST OFFICE LEASE SIGNED TO DATE IN HOLLYWOOD IN TERMS OF SQUARE FEET. \u201cICON IS A STATE-OF-THE-ART FACILITY THAT PLACES NETFLIX SQUARELY IN THE MIDDLE OF HOLLYWOOD\u2019S CREATIVE CULTURE TO SUPPORT OUR NEXT STAGE OF GROWTH AND CONTENT CREATION,\u201d SAID NETFLIX CFO DAVID WELLS. \u201cTHE PROPERTY\u2019S COMBINATION OF OFFICE, STAGE AND PRODUCTION SPACE PROVIDES AN IDEAL SETTING.\u201d VICTOR COLEMAN, CHAIRMAN AND CEO OF HUDSON PACIFIC PROPERTIES, SAID, \u201cWE\u2019RE VERY PLEASED TO WELCOME NETFLIX TO ICON, PART OF A UNIQUE CREATIVE CAMPUS AT THE CENTER OF HOLLYWOOD\u2019S RENAISSANCE. ICON\u2019S INNOVATIVE ARCHITECTURE, SUSTAINABLE DESIGN, AND ACCESS TO TOP-OF-THE-LINE SOUND STAGES AND PRODUCTION FACILITIES ARE PERFECT FOR NEXT-GENERATION TECH AND MEDIA COMPANIES LIKE NETFLIX. WE\u2019RE TRANSFORMING SUNSET BRONSON STUDIOS INTO THE MOST DYNAMIC CREATIVE AND PRODUCTION COMPLEX IN THE ENTERTAINMENT BUSINESS TODAY.\u201d LOS ANGELES MAYOR ERIC GARCETTI SAID, \u201cNETFLIX\u2019S DECISION TO RELOCATE AND EXPAND AT HUDSON PACIFIC PROPERTIES\u2019 BEAUTIFULLY DESIGNED ICON OFFICE TOWER REAFFIRMS THAT LOS ANGELES REMAINS THE NEXUS FOR INNOVATIVE TECH AND CREATIVE COMPANIES, AND THAT THE FUTURE OF THE ENTERTAINMENT INDUSTRY WILL CALL HOLLYWOOD HOME. WITH THIS MOVE, NETFLIX WILL BRING MANY WELL-PAYING JOBS TO THE HOLLYWOOD COMMUNITY, ONE OF OUR CITY\u2019S SOUGHT-AFTER LIVE-WORK-PLAY ENVIRONMENTS. MY BUSINESS TEAM IS ASSISTING NETFLIX WITH RELOCATION AND PERMIT APPROVALS.\u201d LOS ANGELES COUNCILMEMBER MITCH O\u2019FARRELL OF DISTRICT 13 SAID, \u201cWE HAVE SET THE STAGE FOR INVESTMENT AND SUCCESS IN HOLLYWOOD, AND NETFLIX MOVING TO THE 13TH DISTRICT IS AN INDICATION THAT OUR HARD WORK IS PAYING OFF. HOLLYWOOD\u2019S BUSINESS CLIMATE IS VERY FAVORABLE FOR TODAY\u2019S LEADING MEDIA AND ENTERTAINMENT COMPANIES. I AM THRILLED TO WELCOME NETFLIX TO ICON, AND LOOK FORWARD TO THE GROWTH, SUCCESS, AND CREATION OF HIGH-QUALITY JOBS IN MY DISTRICT.\u201d THE PLANNED MOVE OF THE NETFLIX SOUTHERN CALIFORNIA OFFICE COMES AS THE INTERNET TV COMPANY RAMPS UP ORIGINAL PRODUCTION IN LOS ANGELES AND SURROUNDING COMMUNITIES. AMONG THE NETFLIX ORIGINALS SHOT IN OR NEAR LOS ANGELES ARE ARRESTED DEVELOPMENT, AND THE EMMY-NOMINATED GRACE AND FRANKIE AS WELL AS UPCOMING SERIES FULLER HOUSE, THE RANCH, LADY DYNAMITE, FLAKED, LOVE, AND WITH BOB AND DAVID AND THE NETFLIX ORIGINAL FILM PEE-WEE\u2019S BIG HOLIDAY. ICON IS A 14-STORY, 323,000-SQUARE-FOOT OFFICE TOWER SCHEDULED FOR COMPLETION IN LATE 2016. HUDSON PACIFIC PROPERTIES\u2019 OTHER PROJECTS UNDERWAY AT SUNSET BRONSON STUDIOS INCLUDE AN UNDER-CONSTRUCTION ROUGHLY 1,600-SPACE PARKING STRUCTURE AND A PLANNED FIVE-STORY, 96,000-SQUARE-FOOT CREATIVE OFFICE BUILDING FOR DELIVERY IN MID-2017. THE TWO CLASS A OFFICE BUILDINGS WERE DESIGNED WITH TODAY\u2019S LEADING CREATIVE COMPANIES IN MIND. BOTH WILL BE LEED GOLD CERTIFIED WITH CUTTING-EDGE SYSTEMS, LARGE FLOOR PLATES, SIGNIFICANT COLUMN-FREE SPANS, AND UNDERFLOOR POWER AND DATA OPTIONS, ALL OF WHICH ENHANCE WORKPLACE EFFICIENCY AND FLEXIBILITY. ABOUT NETFLIX NETFLIX IS THE WORLD'S LEADING INTERNET TELEVISION NETWORK WITH OVER 65 MILLION MEMBERS IN OVER 50 COUNTRIES ENJOYING MORE THAN 100 MILLION HOURS OF TV SHOWS AND MOVIES PER DAY, INCLUDING ORIGINAL SERIES, DOCUMENTARIES AND FEATURE FILMS. MEMBERS CAN WATCH AS MUCH AS THEY WANT, ANYTIME, ANYWHERE, ON NEARLY ANY INTERNET-CONNECTED SCREEN. MEMBERS CAN PLAY, PAUSE AND RESUME WATCHING, ALL WITHOUT COMMERCIALS OR COMMITMENTS. ABOUT HUDSON PACIFIC PROPERTIES HUDSON PACIFIC PROPERTIES IS A VERTICALLY INTEGRATED REAL ESTATE COMPANY FOCUSED ON ACQUIRING, REPOSITIONING, DEVELOPING AND OPERATING HIGH-QUALITY OFFICE AND STATE-OF-THE-ART MEDIA AND ENTERTAINMENT PROPERTIES IN SELECT WEST COAST MARKETS. HUDSON INVESTS ACROSS THE RISK-RETURN SPECTRUM, FAVORING OPPORTUNITIES WHERE IT CAN EMPLOY LEASING, CAPITAL INVESTMENT AND MANAGEMENT EXPERTISE TO CREATE ADDITIONAL VALUE. FOUNDED IN 2006 AS HUDSON CAPITAL, THE COMPANY WENT PUBLIC IN 2010, ELECTING TO BE TAXED AS A REAL ESTATE INVESTMENT TRUST. THROUGH THE YEARS, HUDSON HAS STRATEGICALLY ASSEMBLED A PORTFOLIO TOTALING APPROXIMATELY 17.6 MILLION SQUARE FEET, INCLUDING LAND FOR DEVELOPMENT, IN HIGH-GROWTH, HIGH-BARRIER-TO-ENTRY SUBMARKETS THROUGHOUT NORTHERN AND SOUTHERN CALIFORNIA AND THE PACIFIC NORTHWEST. THE COMPANY IS A LEADING PROVIDER OF DESIGN-FORWARD, NEXT-GENERATION WORKSPACES FOR A VARIETY OF TENANTS, WITH A FOCUS ON FORTUNE 500 AND INDUSTRY-LEADING GROWTH COMPANIES, MANY IN THE TECHNOLOGY, MEDIA AND ENTERTAINMENT SECTORS. AS A LONG-TERM OWNER, HUDSON PRIORITIZES TENANT SATISFACTION AND RETENTION, PROVIDING HIGHLY CUSTOMIZED BUILD-OUTS AND WORKING PROACTIVELY TO ACCOMMODATE TENANTS\u2019 GROWTH. HUDSON TRADES AS A COMPONENT OF THE RUSSELL 2000\u00ae AND THE RUSSELL 3000\u00ae INDICES. FOR MORE INFORMATION VISIT HUDSONPACIFICPROPERTIES.COM. FORWARD-LOOKING STATEMENTS FOR HUDSON PACIFIC PROPERTIES THIS PRESS RELEASE MAY CONTAIN FORWARD-LOOKING STATEMENTS WITHIN THE MEANING OF THE FEDERAL SECURITIES LAWS. FORWARD-LOOKING STATEMENTS RELATE TO EXPECTATIONS, BELIEFS, PROJECTIONS, FUTURE PLANS AND STRATEGIES, ANTICIPATED EVENTS OR TRENDS AND SIMILAR EXPRESSIONS CONCERNING MATTERS THAT ARE NOT HISTORICAL FACTS. IN SOME CASES, YOU CAN IDENTIFY FORWARD-LOOKING STATEMENTS BY THE USE OF FORWARD-LOOKING TERMINOLOGY SUCH AS \u201cMAY,\u201d \u201cWILL,\u201d \u201cSHOULD,\u201d \u201cEXPECTS,\u201d \u201cINTENDS,\u201d \u201cPLANS,\u201d \u201cANTICIPATES,\u201d \u201cBELIEVES,\u201d \u201cESTIMATES,\u201d \u201cPREDICTS,\u201d OR \u201cPOTENTIAL\u201d OR THE NEGATIVE OF THESE WORDS AND PHRASES OR SIMILAR WORDS OR PHRASES THAT ARE PREDICTIONS OF OR INDICATE FUTURE EVENTS OR TRENDS AND THAT DO NOT RELATE SOLELY TO HISTORICAL MATTERS. FORWARD-LOOKING STATEMENTS INVOLVE KNOWN AND UNKNOWN RISKS, UNCERTAINTIES, ASSUMPTIONS AND CONTINGENCIES, MANY OF WHICH ARE BEYOND THE HUDSON\u2019S CONTROL THAT MAY CAUSE ACTUAL RESULTS TO DIFFER SIGNIFICANTLY FROM THOSE EXPRESSED IN ANY FORWARD-LOOKING STATEMENT. ALL FORWARD-LOOKING STATEMENTS REFLECT THE HUDSON\u2019S GOOD FAITH BELIEFS, ASSUMPTIONS AND EXPECTATIONS, BUT THEY ARE NOT GUARANTEES OF FUTURE PERFORMANCE. FURTHERMORE, HUDSON DISCLAIMS ANY OBLIGATION TO PUBLICLY UPDATE OR REVISE ANY FORWARD-LOOKING STATEMENT TO REFLECT CHANGES IN UNDERLYING ASSUMPTIONS OR FACTORS, OF NEW INFORMATION, DATA OR METHODS, FUTURE EVENTS OR OTHER CHANGES. FOR A FURTHER DISCUSSION OF THESE AND OTHER FACTORS THAT COULD CAUSE HUDSON\u2019S FUTURE RESULTS TO DIFFER MATERIALLY FROM ANY FORWARD-LOOKING STATEMENTS, SEE THE SECTION ENTITLED \u201cRISK FACTORS\u201d IN HUDSON\u2019S ANNUAL REPORT ON FORM 10-K FOR THE YEAR ENDED DECEMBER 31, 2014 FILED WITH THE SECURITIES AND EXCHANGE COMMISSION, OR SEC, ON MARCH 2, 2015, AS AMENDED, AND OTHER RISKS DESCRIBED IN DOCUMENTS SUBSEQUENTLY FILED BY HUDSON FROM TIME TO TIME WITH THE SEC.""}]"
2015-08-28,117.62999725341797,-0.00025502641303309925,D1,[],[]
2015-08-31,115.02999877929688,-0.022103192508963088,D3,[],[]
2015-09-01,105.79000091552734,-0.08032685353233737,D5+,[],[]
2015-09-02,105.44000244140625,-0.0033084267992451455,D1,[],[]
2015-09-03,101.05999755859375,-0.04154025779017312,D5,[],[]
2015-09-04,98.79000091552734,-0.022461871144913492,D3,[],[]
2015-09-08,94.94999694824219,-0.03887037080370759,D4,[],[]
2015-09-09,99.18000030517578,0.04454979981978724,U5,[],[]
2015-09-10,99.4800033569336,0.003024834148363631,U1,[],[]
2015-09-11,97.51000213623047,-0.01980298707504835,D2,[],[]
2015-09-14,95.69000244140625,-0.018664748794503305,D2,[],[]
2015-09-15,99.16000366210938,0.03626294421747889,U4,[],[]
2015-09-16,104.08000183105469,0.04961676066199372,U5,[],[]
2015-09-17,104.20999908447266,0.0012490127894979608,U1,[],[]
2015-09-18,102.62000274658203,-0.015257617808841717,D2,[],[]
2015-09-21,100.30000305175781,-0.022607675236117508,D3,[],[]
2015-09-22,98.47000122070312,-0.018245281908020994,D2,[],[]
2015-09-23,98.06999969482422,-0.004062166354424801,D1,[],[]
2015-09-24,103.76000213623047,0.058019806863592205,U5+,[],[]
2015-09-25,102.23999786376953,-0.014649231314252109,D2,[],[]
2015-09-28,99.47000122070312,-0.027093081973234234,D3,[],[]
2015-09-29,98.3499984741211,-0.011259703758291661,D2,[],[]
2015-09-30,103.26000213623047,0.049923779748724195,U5,[],[]
2015-10-01,105.9800033569336,0.026341285729537756,U3,[],[]
2015-10-02,106.11000061035156,0.0012266205821880316,U1,[],[]
2015-10-05,111.25,0.048440291773469424,U5,[],[]
2015-10-06,108.33000183105469,-0.0262471745523174,D3,[],[]
2015-10-07,108.0999984741211,-0.0021231732026765204,D1,[],[]
2015-10-08,114.93000030517578,0.06318225649827158,U5+,[],[]
2015-10-09,113.33000183105469,-0.0139215041318419,D2,[],[]
2015-10-12,113.44999694824219,0.001058811570182172,U1,[],[]
2015-10-13,109.7300033569336,-0.03278971962428279,D4,[],[]
2015-10-14,110.2300033569336,0.004556638883656872,U1,[],[]
2015-10-15,101.08999633789062,-0.0829175972121392,D5+,[],[]
2015-10-16,98.98999786376953,-0.020773553765912722,D3,[],[]
2015-10-19,101.69000244140625,0.027275529203995674,U3,[],[]
2015-10-20,98.98999786376953,-0.02655132769017743,D3,[],[]
2015-10-21,97.95999908447266,-0.010405079316340271,D2,[],[]
2015-10-22,97.31999969482422,-0.006533272719781769,D1,[],[]
2015-10-23,100.04000091552734,0.027949046745093575,U3,[],[]
2015-10-26,103.04000091552734,0.029988004523642253,U3,[],[]
2015-10-27,103.06999969482422,0.0002911372188503236,U1,[],[]
2015-10-28,105.80000305175781,0.026486886242522045,U3,[],[]
2015-10-29,105.12000274658203,-0.006427223871091181,D1,[],[]
2015-10-30,108.37999725341797,0.031012123493708188,U4,[],[]
2015-11-02,107.63999938964844,-0.006827808475019959,D1,[],[]
2015-11-03,109.73999786376953,0.019509461966078723,U2,[],[]
2015-11-04,114.05000305175781,0.03927469721057131,U4,[],[]
2015-11-05,113.5,-0.004822472924513765,D1,[],[]
2015-11-06,114.05999755859375,0.004933899194658586,U1,[],[]
2015-11-09,109.86000061035156,-0.03682269891409218,D4,[],[]
2015-11-10,112.69999694824219,0.025851049718845776,U3,[],[]
